 |                         fit_name |       quality |   chisq/nDoF                 |
 |      c2__24,10_24,24__32,8_32,31 |       0.14244 |   50.93/(  33 -  5) =   1.82 | F=-1.79(86)*10^-2; dmf=8.668(9230); Ff=3.96(3778)*10^1; dmi=1.766(676); Fi=4.07(2391)*10^4
 |      c2__24,13_24,24__32,6_32,29 |         0.142 |   46.46/(  30 -  5) =   1.86 | F=4.25(1051)*10^-3; dmf=1.47(72)*10^1; Ff=1.46(1058)*10^4; dmi=3.231(337); Fi=-7.87(1469)*10^6
 |      c2__24,10_24,24__32,9_32,27 |       0.14149 |   44.96/(  29 -  5) =   1.87 | F=-9.86(1906)*10^-3; dmf=8.688(8658); Ff=2.88(2549)*10^1; dmi=0.233(193); Fi=-0.168(237)
 |       c__24,10_24,24__32,2_32,22 |       0.14096 |   53.92/(  31 -  1) =   1.80 | F=-1.74(83)*10^-2
 |       c__24,13_24,24__32,6_32,30 |       0.14014 |   53.94/(  31 -  1) =   1.80 | F=3.84(1012)*10^-3
 |       c__24,12_24,24__32,6_32,29 |       0.13998 |   53.94/(  31 -  1) =   1.80 | F=4.21(887)*10^-3
 |       c__24,10_24,24__32,4_32,31 |       0.13985 |   61.19/(  36 -  1) =   1.75 | F=-1.49(66)*10^-2
 |      c2__24,10_24,24__32,8_32,30 |       0.13546 |   49.63/(  32 -  5) =   1.84 | F=-2.54(109)*10^-2; dmf=1.15(85)*10^1; Ff=6.01(5098)*10^2; dmi=1.773(510); Fi=5.31(2360)*10^4
 |      c2__24,12_24,24__32,2_32,32 |       0.13536 |   56.99/(  37 -  5) =   1.78 | F=3.05(917)*10^-3; dmf=1.064(1403); Ff=9.60(997)*10^-3; dmi=1.328(584); Fi=-0.617(894)
 |       c__24,10_24,24__32,1_32,21 |       0.13443 |   54.10/(  31 -  1) =   1.80 | F=-2.08(80)*10^-2
 |       c__24,12_24,24__32,9_32,31 |       0.13305 |   52.67/(  30 -  1) =   1.82 | F=-1.08(1023)*10^-3
 |       c__24,8_24,24__32,19_32,29 |       0.12866 |   42.24/(  23 -  1) =   1.92 | F=-2.50(97)*10^-2
 |       c__24,13_24,24__32,4_32,29 |       0.12863 |   55.74/(  32 -  1) =   1.80 | F=3.98(923)*10^-3
 |       c__24,12_24,24__32,5_32,29 |       0.12836 |   55.75/(  32 -  1) =   1.80 | F=4.50(886)*10^-3
 |       c__24,13_24,24__32,5_32,30 |       0.12642 |   55.81/(  32 -  1) =   1.80 | F=4.75(1010)*10^-3
 |      c2__24,10_24,24__32,9_32,30 |       0.12599 |   48.41/(  31 -  5) =   1.86 | F=-3.56(2591120)*10^-6; dmf=9.160(9105); Ff=4.75(4413)*10^1; dmi=0.140(144); Fi=-9.21(843)*10^-2
 |        c__24,8_24,24__32,0_32,18 |       0.12585 |   55.82/(  32 -  1) =   1.80 | F=-3.56(65)*10^-2
 |       c__24,10_24,24__32,5_32,31 |       0.12544 |   60.19/(  35 -  1) =   1.77 | F=-1.22(74)*10^-2
 |      c2__24,10_24,24__32,8_32,26 |       0.12424 |   45.43/(  29 -  5) =   1.89 | F=-2.47(116)*10^-2; dmf=1.74(15)*10^1; Ff=1.97(291)*10^5; dmi=2.401(331); Fi=1.44(444)*10^7
 |       c__24,13_24,24__32,3_32,29 |       0.12389 |   57.34/(  33 -  1) =   1.79 | F=-4.11(8555)*10^-4
 |      c2__24,13_24,24__32,2_32,32 |       0.12369 |   57.35/(  37 -  5) =   1.79 | F=8.71(927)*10^-3; dmf=2.030(4467); Ff=1.68(888)*10^-2; dmi=1.351(657); Fi=-0.596(991)
 |      c__24,10_24,24__32,12_32,26 |       0.12238 |   45.49/(  25 -  1) =   1.90 | F=-1.92(122)*10^-2
 |       c2__24,8_24,24__32,6_32,30 |       0.12132 |   54.50/(  35 -  5) =   1.82 | F=-2.35(68)*10^-2; dmf=2.62(4)*10^1; Ff=1.42(0)*10^9; dmi=5.040(202); Fi=-2.11(0)*10^12
 |        c__24,8_24,24__32,0_32,15 |       0.12042 |   51.57/(  29 -  1) =   1.84 | F=-3.96(78)*10^-2
 |      c2__24,10_24,24__32,8_32,27 |       0.11991 |   47.08/(  30 -  5) =   1.88 | F=-2.86(110)*10^-2; dmf=1.46(30)*10^1; Ff=1.28(383)*10^4; dmi=2.232(324); Fi=3.40(976)*10^6
 |        c__24,8_24,24__32,0_32,12 |       0.11971 |   47.09/(  26 -  1) =   1.88 | F=-3.23(85)*10^-2
 |       c__24,12_24,24__32,2_32,25 |       0.11903 |   56.04/(  32 -  1) =   1.81 | F=-3.46(762)*10^-3
 |      c__24,10_24,24__32,20_32,29 |       0.11758 |   37.86/(  20 -  1) =   1.99 | F=-2.29(129)*10^-2
 |        c__24,8_24,24__32,2_32,11 |       0.11672 |   42.59/(  23 -  1) =   1.94 | F=-2.36(114)*10^-2
 |       c__24,12_24,24__32,6_32,32 |       0.11578 |   57.61/(  33 -  1) =   1.80 | F=3.48(921)*10^-3
 |      c__24,12_24,24__32,10_32,32 |       0.11456 |   53.24/(  30 -  1) =   1.84 | F=-3.08(1035)*10^-3
 |       c__24,8_24,24__32,14_32,30 |       0.11321 |   50.31/(  28 -  1) =   1.86 | F=-2.21(89)*10^-2
 |       c__24,8_24,24__32,20_32,30 |       0.11295 |   42.70/(  23 -  1) =   1.94 | F=-2.48(101)*10^-2
 |       c__24,8_24,24__32,15_32,29 |       0.11272 |   47.31/(  26 -  1) =   1.89 | F=-2.04(91)*10^-2
 |      c2__24,12_24,24__32,3_32,32 |       0.11223 |   56.27/(  36 -  5) =   1.82 | F=2.01(889)*10^-3; dmf=1.005(1018); Ff=9.94(924)*10^-3; dmi=6.169(153); Fi=-1.25(0)*10^8
 |       c__24,12_24,24__32,8_32,31 |       0.11086 |   54.85/(  31 -  1) =   1.83 | F=7.15(857)*10^-3
 |       c__24,13_24,24__32,7_32,31 |       0.11084 |   54.85/(  31 -  1) =   1.83 | F=6.55(979)*10^-3
 |      c2__24,12_24,24__32,7_32,32 |       0.11025 |   50.41/(  32 -  5) =   1.87 | F=-7.76(1036)*10^-3; dmf=3.17(5)*10^1; Ff=2.11(0)*10^11; dmi=4.649(61); Fi=6.26(0)*10^13
 |        c__24,8_24,24__32,0_32,11 |       0.10955 |   45.89/(  25 -  1) =   1.91 | F=-2.71(98)*10^-2
 |       c__24,13_24,24__32,5_32,27 |       0.10942 |   53.42/(  30 -  1) =   1.84 | F=5.55(1056)*10^-3
 |      c__24,10_24,24__32,22_32,31 |       0.10918 |   38.11/(  20 -  1) =   2.01 | F=9.54(1439)*10^-3
 |       c__24,12_24,24__32,8_32,32 |       0.10851 |   56.40/(  32 -  1) =   1.82 | F=4.73(835)*10^-3
 |       c__24,13_24,24__32,6_32,32 |        0.1066 |   57.93/(  33 -  1) =   1.81 | F=6.59(979)*10^-3
 |       c__24,13_24,24__32,9_32,29 |       0.10657 |   49.03/(  27 -  1) =   1.89 | F=-1.02(130)*10^-2
 |       c__24,10_24,24__32,2_32,21 |        0.1065 |   53.52/(  30 -  1) =   1.85 | F=-1.85(85)*10^-2
 |       c__24,12_24,24__32,7_32,32 |       0.10397 |   56.57/(  32 -  1) =   1.82 | F=2.61(925)*10^-3
 |      c2__24,8_24,24__32,13_32,31 |       0.10168 |   47.68/(  30 -  5) =   1.91 | F=-1.90(57)*10^-2; dmf=2.677(5); Ff=0.118(35); dmi=2.435(18); Fi=-2.88(8)*10^1
 |       c2__24,8_24,24__32,0_32,25 |       0.10152 |   58.12/(  37 -  5) =   1.82 | F=-7.88(980)*10^-3; dmf=9.501(6025); Ff=9.62(5803)*10^1; dmi=0.303(112); Fi=-4.02(119)*10^-2
 |       c__24,13_24,24__32,6_32,27 |       0.10112 |   52.23/(  29 -  1) =   1.87 | F=5.22(1056)*10^-3
 |       c2__24,8_24,24__32,1_32,25 |       0.10041 |   56.70/(  36 -  5) =   1.83 | F=-9.55(922)*10^-3; dmf=9.417(7531); Ff=8.57(6484)*10^1; dmi=0.378(145); Fi=-4.94(126)*10^-2
 |       c__24,13_24,24__32,0_32,23 |      0.099632 |   55.26/(  31 -  1) =   1.84 | F=-2.63(68)*10^-2
 |        c__24,8_24,24__32,1_32,17 |      0.098881 |   53.80/(  30 -  1) =   1.86 | F=-3.09(76)*10^-2
 |        c__24,8_24,24__32,2_32,18 |      0.098744 |   53.81/(  30 -  1) =   1.86 | F=-3.10(79)*10^-2
 |       c__24,12_24,24__32,7_32,27 |      0.098358 |   52.33/(  29 -  1) =   1.87 | F=2.83(893)*10^-3
 |       c__24,12_24,24__32,8_32,30 |      0.098277 |   53.82/(  30 -  1) =   1.86 | F=4.29(903)*10^-3
 |       c2__24,8_24,24__32,4_32,26 |      0.098212 |   53.83/(  34 -  5) =   1.86 | F=-1.57(66)*10^-2; dmf=2.56(3)*10^1; Ff=8.48(0)*10^8; dmi=6.940(116); Fi=-3.39(0)*10^12
 |       c__24,13_24,24__32,7_32,30 |      0.097832 |   53.84/(  30 -  1) =   1.86 | F=3.95(1013)*10^-3
 |       c__24,12_24,24__32,7_32,29 |      0.097822 |   53.84/(  30 -  1) =   1.86 | F=4.06(888)*10^-3
 |       c__24,10_24,24__32,1_32,20 |      0.096004 |   53.91/(  30 -  1) =   1.86 | F=-1.99(82)*10^-2
 |       c__24,13_24,24__32,6_32,29 |      0.095385 |   53.94/(  30 -  1) =   1.86 | F=3.84(1051)*10^-3
 |      c__24,10_24,24__32,24_32,32 |        0.0952 |   36.97/(  19 -  1) =   2.05 | F=-6.83(1625)*10^-3
 |       c__24,13_24,24__32,7_32,32 |      0.093525 |   56.97/(  32 -  1) =   1.84 | F=6.76(979)*10^-3
 |       c2__24,8_24,24__32,5_32,27 |      0.092754 |   54.04/(  34 -  5) =   1.86 | F=-2.59(92)*10^-2; dmf=8.908(7277); Ff=3.96(2896)*10^1; dmi=0.835(957); Fi=0.661(3632)
 |      c__24,10_24,24__32,16_32,31 |      0.092752 |   46.49/(  25 -  1) =   1.94 | F=-6.71(1060)*10^-3
 |      c2__24,13_24,24__32,3_32,32 |      0.092572 |   57.01/(  36 -  5) =   1.84 | F=8.83(861)*10^-3; dmf=2.06(8)*10^1; Ff=1.56(0)*10^6; dmi=6.394(173); Fi=-2.61(0)*10^8
 |      c2__24,10_24,24__32,8_32,29 |      0.091634 |   49.58/(  31 -  5) =   1.91 | F=-2.53(109)*10^-2; dmf=9.680(3545); Ff=9.77(3465)*10^1; dmi=1.763(366); Fi=4.89(1560)*10^4
 |       c__24,12_24,24__32,9_32,32 |      0.091347 |   55.59/(  31 -  1) =   1.85 | F=-5.86(10222)*10^-4
 |      c__24,10_24,24__32,23_32,31 |       0.09126 |   37.11/(  19 -  1) =   2.06 | F=3.67(1555)*10^-3
 |       c__24,10_24,24__32,0_32,22 |      0.090891 |   58.55/(  33 -  1) =   1.83 | F=-2.82(65)*10^-2
 |       c__24,13_24,24__32,9_32,31 |      0.090224 |   52.65/(  29 -  1) =   1.88 | F=-3.81(11767)*10^-4
 |      c__24,10_24,24__32,21_32,31 |      0.090034 |   40.36/(  21 -  1) =   2.02 | F=-1.84(1223)*10^-3
 |      c2__24,8_24,24__32,12_32,26 |      0.089265 |   43.53/(  27 -  5) =   1.98 | F=-1.13(81)*10^-2; dmf=2.819(5); Ff=0.131(41); dmi=1.826(23); Fi=-3.19(10)*10^1
 |       c__24,13_24,24__32,5_32,29 |      0.087794 |   55.74/(  31 -  1) =   1.86 | F=3.99(1051)*10^-3
 |       c__24,8_24,24__32,15_32,30 |      0.086625 |   49.79/(  27 -  1) =   1.91 | F=-2.07(91)*10^-2
 |       c__24,8_24,24__32,13_32,30 |      0.086372 |   52.82/(  29 -  1) =   1.89 | F=-2.84(80)*10^-2
 |        c__24,8_24,24__32,0_32,17 |      0.085973 |   55.82/(  31 -  1) =   1.86 | F=-3.57(68)*10^-2
 |        c__24,8_24,24__32,3_32,27 |       0.08393 |   63.24/(  36 -  1) =   1.81 | F=-2.70(53)*10^-2
 |      c__24,13_24,24__32,10_32,32 |      0.083928 |   52.92/(  29 -  1) =   1.89 | F=8.88(117781)*10^-5
 |        c__24,8_24,24__32,5_32,26 |      0.083822 |   58.87/(  33 -  1) =   1.84 | F=-1.46(66)*10^-2
 |      c2__24,10_24,24__32,9_32,29 |      0.083317 |   48.41/(  30 -  5) =   1.94 | F=-1.02(259729)*10^-5; dmf=9.177(9274); Ff=4.83(4594)*10^1; dmi=0.140(146); Fi=-9.20(854)*10^-2
 |       c__24,8_24,24__32,20_32,29 |      0.082853 |   42.22/(  22 -  1) =   2.01 | F=-2.54(101)*10^-2
 |       c2__24,8_24,24__32,5_32,31 |      0.082844 |   57.44/(  36 -  5) =   1.85 | F=-1.64(53)*10^-2; dmf=1.66(3)*10^1; Ff=1.08(0)*10^5; dmi=5.718(165); Fi=1.49(0)*10^12
 |      c2__24,8_24,24__32,11_32,30 |      0.079971 |   50.08/(  31 -  5) =   1.93 | F=-3.47(99)*10^-2; dmf=4.47(3)*10^1; Ff=1.70(0)*10^17; dmi=6.242(63); Fi=4.39(0)*10^21
 |       c2__24,8_24,24__32,7_32,31 |      0.078996 |   56.14/(  35 -  5) =   1.87 | F=-1.76(52)*10^-2; dmf=2.683(4); Ff=0.112(33); dmi=2.300(13); Fi=-3.11(6)*10^1
 |       c__24,13_24,24__32,0_32,24 |      0.078376 |   57.65/(  32 -  1) =   1.86 | F=-2.33(65)*10^-2
 |       c__24,8_24,24__32,13_32,29 |      0.077002 |   51.73/(  28 -  1) =   1.92 | F=-2.94(80)*10^-2
 |      c2__24,12_24,24__32,4_32,32 |       0.07634 |   56.27/(  35 -  5) =   1.88 | F=1.15(990)*10^-3; dmf=1.147(1548); Ff=1.15(120)*10^-2; dmi=2.256(2616); Fi=1.07(1487)*10^2
 |        c__24,8_24,24__32,3_32,30 |      0.075573 |   65.10/(  37 -  1) =   1.81 | F=-3.12(55)*10^-2
 |       c__24,10_24,24__32,2_32,20 |      0.075079 |   53.34/(  29 -  1) =   1.90 | F=-1.77(87)*10^-2
 |       c__24,13_24,24__32,8_32,31 |      0.074949 |   54.84/(  30 -  1) =   1.89 | F=6.81(1072)*10^-3
 |        c__24,8_24,24__32,6_32,30 |      0.074195 |   62.27/(  35 -  1) =   1.83 | F=-2.30(65)*10^-2
 |      c2__24,10_24,24__32,1_32,32 |      0.074003 |   62.28/(  39 -  5) =   1.83 | F=7.36(1431)*10^-3; dmf=1.576(1909); Ff=2.10(287)*10^-2; dmi=0.167(57); Fi=-6.44(185)*10^-2
 |       c__24,13_24,24__32,8_32,32 |       0.07399 |   56.38/(  31 -  1) =   1.88 | F=3.93(1046)*10^-3
 |      c2__24,12_24,23__32,1_32,31 |      0.073647 |   57.89/(  36 -  5) =   1.87 | F=3.95(220)*10^-2; dmf=0.203(89); Ff=-6.10(248)*10^-2; dmi=0.152(80); Fi=-5.86(268)*10^-2
 |        c__24,8_24,24__32,1_32,16 |      0.072553 |   53.46/(  29 -  1) =   1.91 | F=-3.33(87)*10^-2
 |       c__24,8_24,24__32,21_32,31 |       0.07132 |   44.31/(  23 -  1) =   2.01 | F=-1.20(95)*10^-2
 |       c__24,10_24,24__32,2_32,24 |      0.071098 |   59.50/(  33 -  1) =   1.86 | F=-1.18(71)*10^-2
 |      c2__24,8_24,24__32,12_32,27 |      0.070881 |   45.90/(  28 -  5) =   2.00 | F=-3.24(105)*10^-2; dmf=5.40(3)*10^1; Ff=1.93(0)*10^21; dmi=6.540(53); Fi=9.05(0)*10^22
 |       c__24,10_24,24__32,7_32,31 |      0.070096 |   59.55/(  33 -  1) =   1.86 | F=-9.94(776)*10^-3
 |      c__24,10_24,24__32,13_32,31 |      0.069863 |   52.09/(  28 -  1) =   1.93 | F=-9.92(952)*10^-3
 |      c2__24,13_24,24__32,4_32,32 |      0.069835 |   56.60/(  35 -  5) =   1.89 | F=5.88(976)*10^-3; dmf=1.48(104)*10^1; Ff=5.57(5781)*10^3; dmi=3.324(2211); Fi=2.05(2260)*10^4
 |       c2__24,8_24,24__32,6_32,31 |      0.069611 |   58.10/(  36 -  5) =   1.87 | F=-1.79(51)*10^-2; dmf=2.662(4); Ff=0.102(33); dmi=2.420(15); Fi=-1.06(4)*10^1
 |       c2__24,8_24,24__32,4_32,31 |      0.068932 |   59.62/(  37 -  5) =   1.86 | F=-1.59(52)*10^-2; dmf=2.34(3)*10^1; Ff=1.03(0)*10^8; dmi=6.194(145); Fi=-6.57(0)*10^10
 |       c__24,13_24,24__32,7_32,27 |        0.0688 |   52.15/(  28 -  1) =   1.93 | F=5.26(1056)*10^-3
 |       c2__24,8_24,24__32,6_32,27 |      0.068389 |   53.68/(  33 -  5) =   1.92 | F=-2.22(72)*10^-2; dmf=2.39(4)*10^1; Ff=1.39(0)*10^8; dmi=4.681(238); Fi=-1.52(0)*10^11
 |       c2__24,8_24,24__32,3_32,32 |      0.067918 |   61.15/(  38 -  5) =   1.85 | F=6.44(33)*10^-2; dmf=3.57(50316857)*10^1; Ff=0.940(-2147483648); dmi=3.89(52)*10^-2; Fi=-0.118(4)
 |       c__24,12_24,24__32,8_32,27 |      0.067899 |   52.19/(  28 -  1) =   1.93 | F=3.56(915)*10^-3
 |        c__24,8_24,24__32,0_32,16 |      0.066776 |   55.27/(  30 -  1) =   1.91 | F=-3.85(78)*10^-2
 |        c__24,8_24,24__32,2_32,17 |      0.066718 |   53.77/(  29 -  1) =   1.92 | F=-3.15(83)*10^-2
 |       c__24,10_24,24__32,0_32,21 |      0.066589 |   58.27/(  32 -  1) =   1.88 | F=-2.93(68)*10^-2
 |       c__24,12_24,24__32,8_32,29 |      0.065834 |   53.82/(  29 -  1) =   1.92 | F=4.38(912)*10^-3
 |       c__24,13_24,24__32,8_32,30 |      0.065771 |   53.82/(  29 -  1) =   1.92 | F=4.52(1095)*10^-3
 |       c__24,13_24,24__32,7_32,29 |       0.06545 |   53.84/(  29 -  1) =   1.92 | F=3.88(1051)*10^-3
 |       c2__24,8_24,24__32,4_32,30 |      0.064645 |   59.86/(  37 -  5) =   1.87 | F=-2.10(60)*10^-2; dmf=1.87(3)*10^1; Ff=9.06(0)*10^5; dmi=5.431(125); Fi=-1.67(0)*10^9
 |       c__24,10_24,24__32,9_32,26 |      0.063836 |   52.42/(  28 -  1) =   1.94 | F=-2.75(113)*10^-2
 |      c2__24,13_24,24__32,7_32,32 |      0.063562 |   52.43/(  32 -  5) =   1.94 | F=-3.37(1229)*10^-3; dmf=2.311(3104); Ff=3.83(1896)*10^-2; dmi=1.151(878); Fi=5.33(3565)*10^1
 |      c2__24,10_24,24__32,7_32,32 |      0.061965 |   55.55/(  34 -  5) =   1.92 | F=-1.88(82)*10^-2; dmf=4.41(4)*10^1; Ff=6.28(0)*10^16; dmi=6.014(39); Fi=4.91(0)*10^18
 |       c__24,13_24,24__32,9_32,32 |      0.061378 |   55.58/(  30 -  1) =   1.92 | F=-8.80(11763)*10^-4
 |       c__24,10_24,24__32,4_32,30 |      0.060859 |   63.04/(  35 -  1) =   1.85 | F=-1.80(78)*10^-2
 |       c__24,8_24,24__32,22_32,31 |      0.060279 |   43.31/(  22 -  1) =   2.06 | F=-9.83(973)*10^-3
 |      c__24,10_24,24__32,18_32,31 |      0.059967 |   46.48/(  24 -  1) =   2.02 | F=-6.70(1060)*10^-3
 |       c2__24,8_24,24__32,5_32,29 |      0.059226 |   57.22/(  35 -  5) =   1.91 | F=-2.70(69)*10^-2; dmf=3.15(6)*10^1; Ff=2.40(102)*10^11; dmi=5.630(187); Fi=9.40(509)*10^11
 |       c__24,8_24,24__32,16_32,31 |      0.059207 |   51.16/(  27 -  1) =   1.97 | F=-1.11(79)*10^-2
 |      c__24,10_24,24__32,14_32,31 |      0.058236 |   51.22/(  27 -  1) =   1.97 | F=-6.69(1013)*10^-3
 |      c2__24,12_24,24__32,6_32,32 |      0.056873 |   54.35/(  33 -  5) =   1.94 | F=2.52(9687)*10^-4; dmf=1.179(1199); Ff=1.54(124)*10^-2; dmi=6.009(103); Fi=-3.89(0)*10^15
 |      c2__24,12_24,24__32,8_32,32 |       0.05559 |   52.92/(  32 -  5) =   1.96 | F=1.68(851)*10^-3; dmf=7.284(8130); Ff=5.122(53184); dmi=3.779(9068382); Fi=-6.07(198121127)*10^1
 |      c__24,10_24,24__32,22_32,32 |      0.054526 |   42.05/(  21 -  1) =   2.10 | F=3.61(1408)*10^-3
 |       c__24,8_24,24__32,24_32,32 |      0.054504 |   42.05/(  21 -  1) =   2.10 | F=-2.45(125)*10^-2
 |        c__24,8_24,24__32,6_32,27 |      0.053655 |   60.57/(  33 -  1) =   1.89 | F=-2.29(68)*10^-2
 |       c__24,10_24,24__32,9_32,27 |      0.052567 |   54.64/(  29 -  1) =   1.95 | F=-3.20(109)*10^-2
 |       c__24,10_24,24__32,2_32,23 |      0.052555 |   59.15/(  32 -  1) =   1.91 | F=-1.41(82)*10^-2
 |       c__24,10_24,24__32,1_32,24 |      0.052225 |   62.15/(  34 -  1) =   1.88 | F=-1.52(68)*10^-2
 |       c__24,10_24,24__32,8_32,32 |      0.051873 |   60.69/(  33 -  1) =   1.90 | F=-1.59(81)*10^-2
 |      c__24,10_24,24__32,21_32,32 |      0.051771 |   43.82/(  22 -  1) =   2.09 | F=-6.19(1200)*10^-3
 |      c__24,10_24,24__32,10_32,30 |      0.051739 |   56.21/(  30 -  1) =   1.94 | F=-3.11(108)*10^-2
 |      c2__24,8_24,24__32,12_32,31 |      0.051662 |   51.65/(  31 -  5) =   1.99 | F=-1.57(55)*10^-2; dmf=2.712(4); Ff=0.138(35); dmi=2.332(13); Fi=-4.03(7)*10^1
 |      c2__24,13_24,24__32,9_32,32 |      0.051451 |   50.12/(  30 -  5) =   2.00 | F=-2.39(1211)*10^-3; dmf=1.407(1420); Ff=2.00(210)*10^-2; dmi=6.247(63); Fi=4.14(0)*10^24
 |       c__24,8_24,24__32,23_32,31 |      0.050056 |   42.33/(  21 -  1) =   2.12 | F=-1.62(117)*10^-2
 |      c__24,10_24,24__32,19_32,31 |      0.049812 |   45.54/(  23 -  1) =   2.07 | F=-7.45(1063)*10^-3
 |      c2__24,12_24,24__32,5_32,32 |      0.049226 |   56.39/(  34 -  5) =   1.94 | F=3.03(1485)*10^-3; dmf=1.456(2127); Ff=1.36(283)*10^-2; dmi=0.158(984); Fi=-5.07(3362)*10^-3
 |       c__24,13_24,24__32,8_32,27 |      0.048862 |   51.85/(  27 -  1) =   1.99 | F=7.48(1132)*10^-3
 |      c__24,10_24,24__32,10_32,26 |      0.048811 |   51.85/(  27 -  1) =   1.99 | F=-2.86(114)*10^-2
 |        c__24,8_24,24__32,2_32,16 |      0.048131 |   53.44/(  28 -  1) =   1.98 | F=-3.38(93)*10^-2
 |       c__24,10_24,24__32,5_32,30 |      0.047925 |   62.47/(  34 -  1) =   1.89 | F=-1.54(84)*10^-2
 |      c2__24,10_24,24__32,8_32,32 |      0.047889 |   54.98/(  33 -  5) =   1.96 | F=-1.92(82)*10^-2; dmf=2.883(4); Ff=8.75(366)*10^-2; dmi=4.246(29); Fi=-10.00(17)*10^1
 |      c2__24,13_24,24__32,5_32,32 |      0.047597 |   56.52/(  34 -  5) =   1.95 | F=5.92(990)*10^-3; dmf=3.842(5893); Ff=0.106(1069); dmi=0.799(1311); Fi=-0.128(1276)
 |       c__24,12_24,23__32,0_32,24 |      0.046497 |   59.61/(  32 -  1) =   1.92 | F=-2.81(60)*10^-2
 |       c__24,12_24,24__32,0_32,24 |      0.046204 |   61.13/(  33 -  1) =   1.91 | F=-2.80(60)*10^-2
 |       c__24,10_24,24__32,0_32,20 |      0.044709 |   58.25/(  31 -  1) =   1.94 | F=-2.92(69)*10^-2
 |      c2__24,8_24,24__32,10_32,31 |       0.04467 |   55.23/(  33 -  5) =   1.97 | F=-1.81(53)*10^-2; dmf=2.708(4); Ff=0.130(34); dmi=2.389(12); Fi=-4.24(7)*10^1
 |        c__24,8_24,24__32,6_32,29 |      0.044455 |   62.76/(  34 -  1) =   1.90 | F=-2.61(68)*10^-2
 |      c2__24,13_24,24__32,1_32,27 |      0.044074 |   56.80/(  34 -  5) =   1.96 | F=1.41(92)*10^-2; dmf=9.554(8995); Ff=7.73(7034)*10^1; dmi=0.429(203); Fi=-2.73(109)*10^-2
 |       c__24,8_24,24__32,18_32,31 |      0.043935 |   50.68/(  26 -  1) =   2.03 | F=-1.06(79)*10^-2
 |       c__24,10_24,24__32,1_32,23 |      0.043554 |   61.35/(  33 -  1) =   1.92 | F=-1.84(77)*10^-2
 |       c2__24,8_24,24__32,6_32,29 |      0.043481 |   56.85/(  34 -  5) =   1.96 | F=-2.49(72)*10^-2; dmf=3.12(4)*10^1; Ff=1.86(0)*10^11; dmi=5.680(222); Fi=-1.77(0)*10^14
 |       c__24,12_24,24__32,0_32,23 |       0.04347 |   59.86/(  32 -  1) =   1.93 | F=-3.07(64)*10^-2
 |       c__24,13_24,24__32,8_32,29 |      0.043215 |   53.82/(  28 -  1) =   1.99 | F=4.41(1111)*10^-3
 |      c__24,10_24,24__32,10_32,27 |      0.042306 |   53.90/(  28 -  1) =   2.00 | F=-3.31(110)*10^-2
 |       c__24,10_24,24__32,9_32,30 |      0.042097 |   58.47/(  31 -  1) =   1.95 | F=-2.76(106)*10^-2
 |       c__24,8_24,24__32,21_32,32 |      0.040509 |   47.83/(  24 -  1) =   2.08 | F=-1.64(92)*10^-2
 |       c2__24,8_24,24__32,2_32,32 |      0.040165 |   64.62/(  39 -  5) =   1.90 | F=-1.00(145)*10^-2; dmf=0.711(668); Ff=1.16(90)*10^-2; dmi=0.333(136); Fi=-0.124(20)
 |      c__24,10_24,24__32,10_32,29 |       0.03951 |   55.67/(  29 -  1) =   1.99 | F=-3.07(108)*10^-2
 |      c__24,10_24,24__32,15_32,31 |      0.038792 |   51.11/(  26 -  1) =   2.04 | F=-5.65(1059)*10^-3
 |      c__24,10_24,24__32,16_32,32 |      0.038772 |   51.11/(  26 -  1) =   2.04 | F=-8.29(1057)*10^-3
 |      c2__24,12_24,24__32,9_32,32 |      0.038704 |   52.67/(  31 -  5) =   2.03 | F=-1.41(1023)*10^-3; dmf=2.897(4); Ff=6.54(383)*10^-2; dmi=9.64(12)*10^1; Fi=-3.11(79)*10^3
 |      c2__24,8_24,24__32,12_32,30 |      0.038611 |   51.13/(  30 -  5) =   2.05 | F=-1.88(72)*10^-2; dmf=2.823(5); Ff=0.146(40); dmi=1.768(19); Fi=-3.16(8)*10^1
 |      c2__24,8_24,24__32,10_32,30 |      0.038285 |   54.25/(  32 -  5) =   2.01 | F=-2.22(69)*10^-2; dmf=2.820(6); Ff=0.135(39); dmi=2.047(19); Fi=-3.00(8)*10^1
 |      c2__24,13_24,24__32,8_32,32 |      0.036265 |   52.90/(  31 -  5) =   2.03 | F=7.68(10590)*10^-4; dmf=6.984(703); Ff=3.799(1934); dmi=3.813(1948); Fi=-6.62(20)*10^1
 |       c__24,12_24,23__32,1_32,25 |      0.035342 |   60.62/(  32 -  1) =   1.96 | F=-1.18(73)*10^-2
 |      c2__24,13_24,24__32,1_32,30 |      0.035117 |   60.64/(  36 -  5) =   1.96 | F=1.11(92)*10^-2; dmf=9.671(7631); Ff=8.17(6258)*10^1; dmi=0.415(182); Fi=-3.12(109)*10^-2
 |      c__24,10_24,24__32,12_32,27 |      0.034617 |   51.50/(  26 -  1) =   2.06 | F=-3.04(113)*10^-2
 |      c__24,10_24,24__32,11_32,30 |      0.034207 |   56.18/(  29 -  1) =   2.01 | F=-3.14(110)*10^-2
 |       c__24,12_24,23__32,0_32,23 |      0.033697 |   59.28/(  31 -  1) =   1.98 | F=-2.97(66)*10^-2
 |        c__24,8_24,24__32,5_32,29 |      0.033411 |   65.31/(  35 -  1) =   1.92 | F=-2.29(64)*10^-2
